"record_id","month","day","year","plot","species","sex","wgt"
16879,1,6,1990,1,"DM","F",35
16880,1,6,1990,1,"OL","M",28
16881,1,6,1990,6,"PF","M",7
16882,1,6,1990,23,"RM","F",9
16883,1,6,1990,12,"RM","M",10
16884,1,6,1990,24,"RM","M",9
16885,1,6,1990,12,"SF","M",35
16886,1,6,1990,24,"SH","F",73
16887,1,6,1990,12,"SF","M",44
16888,1,6,1990,17,"DO","M",55
16889,1,6,1990,21,"SF","M",55
16890,1,6,1990,12,"OT","M",23
16891,1,6,1990,12,"DO","F",53
16892,1,6,1990,21,"AB",,
16893,1,6,1990,12,"OT","F",24
16894,1,6,1990,1,"OT","F",20
16895,1,6,1990,12,"SF","F",75
16896,1,6,1990,12,"RM","M",11
16897,1,6,1990,21,"SF","F",46
16898,1,6,1990,23,"RM","M",11
16899,1,6,1990,17,"DO","M",47
16900,1,6,1990,19,"RM","M",10
16901,1,6,1990,12,"AH",,
16902,1,6,1990,7,"RM","F",9
16903,1,6,1990,1,"OL","M",34
16904,1,6,1990,18,"RM","F",13
16905,1,6,1990,21,"RM","M",11
16906,1,6,1990,12,"DO","M",57
16907,1,6,1990,20,"RM","M",10
16908,1,6,1990,19,"RM","F",12
16909,1,6,1990,24,"RM","M",11
16910,1,6,1990,20,"RM","M",7
16911,1,6,1990,18,"PE","M",20
16912,1,6,1990,22,"DM","M",52
16913,1,6,1990,6,"RM","M",8
16914,1,6,1990,17,"DM","M",
16915,1,6,1990,19,"PF","F",6
16916,1,6,1990,17,"NL","F",165
16917,1,6,1990,6,"RM","M",9
16918,1,6,1990,18,"RM","M",10
16919,1,6,1990,7,"RM","M",11
16920,1,6,1990,1,"DO","F",56
16921,1,6,1990,12,"DO",,
16922,1,6,1990,17,"RM","M",11
16923,1,6,1990,1,"DO","M",55
16924,1,6,1990,6,"PF","M",7
16925,1,6,1990,6,"AB",,
16926,1,6,1990,17,"PE","M",24
16927,1,6,1990,12,"OT","M",28
16928,1,6,1990,17,"DO","M",49
16929,1,7,1990,3,"SH","M",61
16930,1,7,1990,4,"DM","M",44
16931,1,7,1990,5,"RF","M",13
16932,1,7,1990,11,"DO","M",41
16933,1,7,1990,9,"DO","M",52
16934,1,7,1990,9,"DO","M",50
16935,1,7,1990,4,"DM","M",49
16936,1,7,1990,9,"DO","F",49
16937,1,7,1990,15,"PE","F",19
16938,1,7,1990,13,"RF","F",14
16939,1,7,1990,8,"DM","M",48
16940,1,7,1990,14,"DO","M",52
16941,1,7,1990,3,"OT","M",22
16942,1,7,1990,8,"DM","F",38
16943,1,7,1990,4,"DM","M",34
16944,1,7,1990,10,"RM","M",11
16945,1,7,1990,8,"DM","F",49
16946,1,7,1990,4,"DM","F",42
16947,1,7,1990,14,"DM","M",50
16948,1,7,1990,4,"DM","M",34
16949,1,7,1990,9,"DO","M",42
16950,1,7,1990,3,"RM","M",10
16951,1,7,1990,5,"BA","F",9
16952,1,7,1990,4,"DM","M",50
16953,1,7,1990,11,"DO","F",38
16954,1,7,1990,11,"DM","M",46
16955,1,7,1990,2,"PE","F",22
16956,1,7,1990,4,"DM","F",43
16957,1,7,1990,8,"DM","M",47
16958,1,7,1990,4,"DS",,
16959,1,7,1990,13,"PP","M",14
16960,1,7,1990,2,"DO","M",61
16961,1,7,1990,2,"OT","F",23
16962,1,7,1990,4,"DM","M",39
16963,1,7,1990,11,"DM","F",40
16964,1,7,1990,13,"RM","M",11
16965,1,7,1990,2,"DO","F",43
16966,1,7,1990,8,"DO","F",45
16967,1,7,1990,3,"AB",,
16968,1,7,1990,4,"DM","F",36
16969,1,7,1990,9,"DM","F",40
16970,1,7,1990,8,"DM","M",57
16971,1,7,1990,11,"DM","M",50
16972,1,7,1990,9,"DM","M",45
16973,1,7,1990,9,"DM","F",35
16974,1,7,1990,15,"RM","M",9
16975,1,7,1990,4,"DM","F",44
16976,1,7,1990,9,"DM","F",40
16977,1,7,1990,13,"RM","F",11
16978,1,7,1990,4,"DS","M",126
16979,1,7,1990,9,"DM","M",45
16980,1,7,1990,10,"RM","F",11
16981,1,7,1990,2,"AB",,
16982,1,7,1990,5,"AB",,
16983,1,7,1990,16,,,
16984,1,29,1990,6,"PF","M",7
16985,1,29,1990,20,"RM","F",9
16986,1,29,1990,1,"DM","F",37
16987,1,29,1990,6,"AB",,
16988,1,29,1990,19,"PE","M",23
16989,1,29,1990,7,"PE","M",21
16990,1,29,1990,12,"SF","M",48
16991,1,29,1990,24,"PE","M",24
16992,1,29,1990,6,"AB",,
16993,1,29,1990,20,"AB",,
16994,1,29,1990,1,"DM","M",45
16995,1,29,1990,12,"NL","F",197
16996,1,29,1990,20,"RM","F",9
16997,1,29,1990,7,"PE","F",23
16998,1,29,1990,21,"SF","F",50
16999,1,29,1990,6,"PF","M",7
17000,1,29,1990,18,"AB",,
17001,1,29,1990,7,"RM","F",9
17002,1,29,1990,6,"PF","F",9
17003,1,29,1990,24,"RF","F",11
17004,1,29,1990,22,"DM","M",52
17005,1,29,1990,21,"RM","M",10
17006,1,29,1990,20,"AB",,
17007,1,29,1990,21,"AB",,
17008,1,29,1990,18,"RM","M",10
17009,1,29,1990,23,"RM","F",10
17010,1,29,1990,22,"DM","F",43
17011,1,29,1990,12,"RM","M",10
17012,1,29,1990,21,"AB",,
17013,1,29,1990,6,"RM","F",9
17014,1,29,1990,18,"RF","F",12
17015,1,29,1990,12,"PG",,
17016,1,29,1990,12,"OT","M",22
17017,1,29,1990,21,"SF","F",46
17018,1,29,1990,20,"AB",,
17019,1,29,1990,21,"PG",,
17020,1,29,1990,12,"AH",,
17021,1,29,1990,18,"PE","F",19
17022,1,29,1990,12,"AB",,
17023,1,29,1990,19,"PF","F",7
17024,1,29,1990,22,"PH","F",33
17025,1,29,1990,6,"PG",,
17026,1,29,1990,20,"AH",,
17027,1,29,1990,21,"PG",,
17028,1,29,1990,19,"AB",,
17029,1,29,1990,17,"RM","M",10
17030,1,29,1990,7,"RM","F",9
17031,1,29,1990,22,"OT","M",21
17032,1,29,1990,21,"RM","M",8
17033,1,29,1990,17,"DO","M",52
17034,1,29,1990,12,"DO","M",55
17035,1,29,1990,7,"RM","F",9
17036,1,29,1990,1,"OL","F",24
17037,1,29,1990,23,"AB",,
17038,1,29,1990,19,"RM","F",13
17039,1,29,1990,1,"DM","M",46
17040,1,29,1990,6,"AB",,
17041,1,29,1990,23,"AB",,
17042,1,29,1990,18,"RM","M",9
17043,1,29,1990,1,"OL","M",35
17044,1,29,1990,7,"PE","M",19
17045,1,29,1990,19,"RM","F",11
17046,1,29,1990,6,"PE","F",26
17047,1,29,1990,12,"DO","F",50
17048,1,29,1990,23,"AB",,
17049,1,29,1990,22,"AB",,
17050,1,30,1990,13,"AB",,
17051,1,30,1990,13,"RM","F",10
17052,1,30,1990,2,"DO","F",30
17053,1,30,1990,3,"PF","M",7
17054,1,30,1990,9,"DO","M",51
17055,1,30,1990,8,"DM","F",39
17056,1,30,1990,4,"DM","F",46
17057,1,30,1990,9,"DO","M",49
17058,1,30,1990,8,"DM","M",48
17059,1,30,1990,3,"RM","M",8
17060,1,30,1990,5,"RM","F",9
17061,1,30,1990,11,"DO","M",58
17062,1,30,1990,13,"RM","M",10
17063,1,30,1990,11,"DO","M",50
17064,1,30,1990,3,"OT","F",22
