"record_id","month","day","year","plot","species","sex","wgt"
30159,1,8,2000,1,"PP","F",17
30160,1,8,2000,1,"DO","M",53
30161,1,8,2000,1,"PP","F",17
30162,1,8,2000,1,"DM","M",50
30163,1,8,2000,1,"PP","M",16
30164,1,8,2000,1,"PB","M",27
30165,1,8,2000,1,"PP","F",15
30166,1,8,2000,1,"PP","M",19
30167,1,8,2000,1,"DO","M",41
30168,1,8,2000,1,"PB","M",24
30169,1,8,2000,2,"PB","F",24
30170,1,8,2000,2,"PP","M",17
30171,1,8,2000,2,"DO","M",52
30172,1,8,2000,2,"NL","F",137
30173,1,8,2000,2,"DO","F",54
30174,1,8,2000,2,"NL","F",181
30175,1,8,2000,2,"NL","M",265
30176,1,8,2000,2,"PB","M",27
30177,1,8,2000,12,"DO","F",54
30178,1,8,2000,12,"PP","M",18
30179,1,8,2000,12,"DM","M",60
30180,1,8,2000,12,"DO","M",42
30181,1,8,2000,12,"DO","M",55
30182,1,8,2000,12,"DO","M",63
30183,1,8,2000,12,"PB","M",26
30184,1,8,2000,12,"PP","M",14
30185,1,8,2000,12,"OT","F",25
30186,1,8,2000,19,"PB","F",34
30187,1,8,2000,19,"PB","F",36
30188,1,8,2000,18,"PB","M",23
30189,1,8,2000,18,"AH",,
30190,1,8,2000,18,"PB","F",22
30191,1,8,2000,18,"PB","F",22
30192,1,8,2000,18,"PB","M",38
30193,1,8,2000,18,"PB","F",33
30194,1,8,2000,18,"PB","F",32
30195,1,8,2000,18,"SS",,
30196,1,8,2000,17,"DM","M",52
30197,1,8,2000,17,"DM","F",43
30198,1,8,2000,17,"PP","M",16
30199,1,8,2000,17,"DO","F",54
30200,1,8,2000,17,"PB","M",31
30201,1,8,2000,20,"PP","F",17
30202,1,8,2000,20,"PB","M",24
30203,1,8,2000,20,"PB","M",42
30204,1,8,2000,20,"NL","F",174
30205,1,8,2000,21,"PB","F",24
30206,1,8,2000,21,"PP","M",13
30207,1,8,2000,21,"PB","F",32
30208,1,8,2000,21,"PP","M",14
30209,1,8,2000,22,"PB","M",38
30210,1,8,2000,22,"DM","M",56
30211,1,8,2000,22,"PB","F",35
30212,1,8,2000,22,"PB","M",36
30213,1,8,2000,22,"PB","F",34
30214,1,8,2000,22,"PB","M",22
30215,1,8,2000,22,"DM","F",28
30216,1,8,2000,22,"PB","F",29
30217,1,8,2000,23,"AH",,
30218,1,8,2000,7,"AH",,
30219,1,8,2000,24,"RM","M",13
30220,1,10,2000,3,"OT","F",25
30221,1,10,2000,3,"PB","F",29
30222,1,10,2000,3,"PB","M",36
30223,1,10,2000,3,"PB","F",30
30224,1,10,2000,3,"PB","F",28
30225,1,10,2000,3,"PP","M",17
30226,1,10,2000,3,"PB","M",52
30227,1,10,2000,4,"DM","M",45
30228,1,10,2000,4,"PB","M",30
30229,1,10,2000,4,"SH","M",72
30230,1,10,2000,4,"PB","M",30
30231,1,10,2000,4,"PP","M",17
30232,1,10,2000,4,"PB","M",24
30233,1,10,2000,6,"OT","F",20
30234,1,10,2000,6,"OT","M",27
30235,1,10,2000,6,"PP","M",21
30236,1,10,2000,6,"PP","M",16
30237,1,10,2000,6,"PP","M",19
30238,1,10,2000,6,"PP","F",
30239,1,10,2000,6,"PB","F",31
30240,1,10,2000,11,"PP","M",15
30241,1,10,2000,11,"DM","M",43
30242,1,10,2000,11,"DM","M",44
30243,1,10,2000,11,"DO","M",51
30244,1,10,2000,11,"DM","M",44
30245,1,10,2000,11,"PP","M",16
30246,1,10,2000,11,"DM","F",54
30247,1,10,2000,11,"PP","F",16
30248,1,10,2000,9,"DM","M",50
30249,1,10,2000,9,"DM","M",43
30250,1,10,2000,9,"DM","M",27
30251,1,10,2000,9,"DM","F",46
30252,1,10,2000,9,"DM","M",52
30253,1,10,2000,9,"RM","F",16
30254,1,10,2000,9,"DM","M",43
30255,1,10,2000,9,"PP","F",16
30256,1,10,2000,9,"PP","M",16
30257,1,10,2000,9,"PB","M",24
30258,1,10,2000,8,"PP","F",17
30259,1,10,2000,8,"PB","M",37
30260,1,10,2000,8,"PP","F",15
30261,1,10,2000,8,"DO","M",49
30262,1,10,2000,8,"PB","F",29
30263,1,10,2000,8,"OT","M",24
30264,1,10,2000,8,"PP","F",13
30265,1,10,2000,13,"OT","M",22
30266,1,10,2000,13,"PB","M",32
30267,1,10,2000,13,"PB","M",30
30268,1,10,2000,13,"PB","M",31
30269,1,10,2000,13,"PB","F",28
30270,1,10,2000,14,"PP","M",13
30271,1,10,2000,14,"DM","M",41
30272,1,10,2000,14,"PP","M",16
30273,1,10,2000,14,"DM","M",37
30274,1,10,2000,14,"AH",,
30275,1,10,2000,14,"AH",,
30276,1,10,2000,15,"PP","F",16
30277,1,10,2000,15,"OT","F",19
30278,1,10,2000,15,"PP","M",16
30279,1,10,2000,15,"PP","F",14
30280,1,10,2000,16,"PM","F",30
30281,1,10,2000,5,"RM","F",19
30282,1,10,2000,5,"PP","F",19
30283,1,10,2000,10,,,
30284,2,5,2000,1,"DO","M",53
30285,2,5,2000,1,"PP","M",19
30286,2,5,2000,1,"PP","F",18
30287,2,5,2000,1,"PB","F",35
30288,2,5,2000,1,"PB","F",27
30289,2,5,2000,1,"DO","F",48
30290,2,5,2000,1,"DO","F",65
30291,2,5,2000,1,"OT","F",29
30292,2,5,2000,1,"DM","F",46
30293,2,5,2000,1,"DM","M",50
30294,2,5,2000,1,"DO","F",49
30295,2,5,2000,1,"DO","M",59
30296,2,5,2000,1,"PP","F",24
30297,2,5,2000,2,"PB","M",30
30298,2,5,2000,2,"PB","M",46
30299,2,5,2000,2,"PB","F",29
30300,2,5,2000,2,"PB","F",42
30301,2,5,2000,2,"PP","M",18
30302,2,5,2000,2,"PP","F",17
30303,2,5,2000,2,"DO","F",52
30304,2,5,2000,2,"PP","M",18
30305,2,5,2000,2,"DO","M",54
30306,2,5,2000,2,"PP","M",17
30307,2,5,2000,2,"NL","F",185
30308,2,5,2000,2,"NL","F",144
30309,2,5,2000,2,"NL",,183
30310,2,5,2000,12,"PP","M",15
30311,2,5,2000,12,"PB","M",43
30312,2,5,2000,12,"PB","M",24
30313,2,5,2000,12,"DM","F",47
30314,2,5,2000,12,"DO","M",54
30315,2,5,2000,12,"PB","M",33
30316,2,5,2000,12,"DM","F",33
30317,2,5,2000,12,"PP","M",17
30318,2,5,2000,12,"DO","F",56
30319,2,5,2000,12,"PP","M",22
30320,2,5,2000,19,"PB","F",35
30321,2,5,2000,19,"PB","F",23
30322,2,5,2000,19,"PB","F",34
30323,2,5,2000,18,"PB","M",21
30324,2,5,2000,18,"PB","F",30
30325,2,5,2000,18,"PB","M",24
30326,2,5,2000,18,"AB",,
30327,2,5,2000,18,"PB","F",30
30328,2,5,2000,17,"DM","F",42
30329,2,5,2000,17,"DO","F",54
30330,2,5,2000,17,"PP","F",16
30331,2,5,2000,17,"DM","M",36
30332,2,5,2000,17,"PB","M",38
30333,2,5,2000,20,"PB","M",26
30334,2,5,2000,20,"PP","F",17
30335,2,5,2000,20,"PB","M",47
30336,2,5,2000,20,"PP","M",19
30337,2,5,2000,20,"PB","M",23
30338,2,5,2000,21,"PB","F",32
30339,2,5,2000,21,"PB","M",43
30340,2,5,2000,21,"PB","F",24
30341,2,5,2000,22,"DM","F",32
30342,2,5,2000,22,"PP","F",23
30343,2,5,2000,22,"PB","M",36
30344,2,5,2000,22,"DM","M",57
30345,2,5,2000,22,"PB","M",31
30346,2,5,2000,22,"PB","F",39
30347,2,5,2000,22,"DM","F",42
30348,2,5,2000,22,"PB","F",24
30349,2,5,2000,22,"PB","F",29
30350,2,5,2000,22,"PB","M",24
30351,2,5,2000,22,"PB","M",38
30352,2,5,2000,22,"PB","M",30
30353,2,5,2000,24,"PB","F",32
30354,2,5,2000,24,"PB","F",38
30355,2,5,2000,7,"PB","M",20
30356,2,5,2000,7,"OT","M",25
30357,2,5,2000,23,,,
30358,2,6,2000,3,"PB","M",51
30359,2,6,2000,3,"PP","M",18
30360,2,6,2000,3,"PB","F",38
30361,2,6,2000,3,"PB","M",39
30362,2,6,2000,3,"PB","F",26
30363,2,6,2000,3,"OT","M",26
30364,2,6,2000,3,"PB","F",33
30365,2,6,2000,4,"PB","F",31
30366,2,6,2000,4,"DM","F",42
30367,2,6,2000,4,"PB","F",27
30368,2,6,2000,4,"PB","M",42
30369,2,6,2000,4,"DM","M",50
30370,2,6,2000,4,"PB","M",35
30371,2,6,2000,6,"PP","M",17
30372,2,6,2000,6,"PP","M",16
30373,2,6,2000,6,"OT","M",26
30374,2,6,2000,6,"PB","F",37
30375,2,6,2000,6,"PP","M",21
30376,2,6,2000,11,"OT","F",21
30377,2,6,2000,11,"PB","F",31
30378,2,6,2000,11,"DX",,
30379,2,6,2000,11,"DM","F",46
30380,2,6,2000,11,"OT","M",25
30381,2,6,2000,11,"PB","M",33
30382,2,6,2000,11,"DM","M",46
30383,2,6,2000,9,"OT","M",27
30384,2,6,2000,9,"DM","M",32
30385,2,6,2000,9,"PB","F",23
30386,2,6,2000,9,"DM","F",46
30387,2,6,2000,9,"DM","M",45
30388,2,6,2000,9,"DM","M",47
30389,2,6,2000,9,"PP","M",14
30390,2,6,2000,9,"PB","M",41
30391,2,6,2000,9,"DM","M",49
30392,2,6,2000,8,"PB","M",32
30393,2,6,2000,8,"PB","F",34
30394,2,6,2000,8,"PP","M",16
30395,2,6,2000,8,"PB","M",33
30396,2,6,2000,8,"DO","M",51
30397,2,6,2000,8,"PB","M",25
30398,2,6,2000,8,"PB","M",29
30399,2,6,2000,8,"DO","M",51
30400,2,6,2000,8,"PB","F",32
30401,2,6,2000,8,"DO","M",57
30402,2,6,2000,13,"OT","M",22
30403,2,6,2000,13,"PB","F",29
30404,2,6,2000,13,"OT","M",
30405,2,6,2000,13,"PP","M",15
30406,2,6,2000,13,"PB","F",42
30407,2,6,2000,13,"PB","M",34
30408,2,6,2000,14,"PP","M",15
30409,2,6,2000,14,"DM","M",53
30410,2,6,2000,14,"PP","F",13
30411,2,6,2000,14,"PP","F",20
30412,2,6,2000,14,"PP","F",14
30413,2,6,2000,14,"PP","M",19
30414,2,6,2000,14,"PP","M",12
30415,2,6,2000,15,"PP","F",15
30416,2,6,2000,15,"PP","F",14
30417,2,6,2000,15,"PP","F",16
30418,2,6,2000,15,"AB",,
30419,2,6,2000,16,"PP","F",23
30420,2,6,2000,5,,,
30421,2,6,2000,10,,,
30422,3,4,2000,1,"DO","F",46
30423,3,4,2000,1,"DO","M",46
30424,3,4,2000,1,"PP","M",17
30425,3,4,2000,1,"DO","F",35
30426,3,4,2000,1,"PP","F",15
30427,3,4,2000,1,"DM","F",49
30428,3,4,2000,1,"PP","F",34
30429,3,4,2000,1,"PP","F",17
30430,3,4,2000,1,"PB","F",31
30431,3,4,2000,2,"PP","M",21
30432,3,4,2000,2,"PP","F",17
30433,3,4,2000,2,"PB","F",42
30434,3,4,2000,2,"PP","M",22
30435,3,4,2000,2,"RM","F",13
30436,3,4,2000,2,"PB","M",30
30437,3,4,2000,2,"PB","M",47
30438,3,4,2000,2,"PB","F",42
30439,3,4,2000,2,"PP","M",19
30440,3,4,2000,2,"PB","F",26
30441,3,4,2000,2,"PB","F",31
30442,3,4,2000,2,"DO","F",66
30443,3,4,2000,2,"NL","M",184
30444,3,4,2000,12,"PP","M",13
30445,3,4,2000,12,"PP","F",14
30446,3,4,2000,12,"PP","F",17
30447,3,4,2000,12,"PP","M",22
30448,3,4,2000,12,"AB",,
30449,3,4,2000,12,"DX",,
30450,3,4,2000,12,"PP","M",21
30451,3,4,2000,12,"PP","M",19
30452,3,4,2000,12,"PB","F",31
30453,3,4,2000,12,"DM","F",33
30454,3,4,2000,12,"PP","F",15
30455,3,4,2000,12,"DO","M",
30456,3,4,2000,19,"PB","F",24
30457,3,4,2000,19,"PB","F",48
30458,3,4,2000,19,"PB","F",44
30459,3,4,2000,19,"PP","M",16
30460,3,4,2000,19,"PB","M",43
30461,3,4,2000,19,"PB","M",31
