"record_id","month","day","year","plot","species","sex","wgt"
9790,1,19,1985,16,"RM","F",4
9791,1,19,1985,17,"OT","F",16
9792,1,19,1985,6,"DO","M",48
9793,1,19,1985,12,"DO","F",40
9794,1,19,1985,24,"RM","M",4
9795,1,19,1985,12,"DO","M",48
9796,1,19,1985,6,"DM","F",35
9797,1,19,1985,14,"DM","M",45
9798,1,19,1985,6,"DM","F",38
9799,1,19,1985,19,"RM","M",4
9800,1,19,1985,6,"DM","M",45
9801,1,19,1985,12,"PE","M",12
9802,1,19,1985,21,"RM","M",5
9803,1,19,1985,6,"DM","F",32
9804,1,19,1985,12,"DM","F",30
9805,1,19,1985,12,"DO","M",41
9806,1,19,1985,20,"DM","M",37
9807,1,19,1985,12,"DM","F",33
9808,1,19,1985,6,"OL","M",32
9809,1,19,1985,12,"OT","M",20
9810,1,19,1985,17,"OT","M",18
9811,1,19,1985,18,"OL","M",19
9812,1,19,1985,19,"PM","M",7
9813,1,19,1985,20,"DO","M",30
9814,1,19,1985,6,"DM","M",37
9815,1,19,1985,12,"DO","F",48
9816,1,19,1985,18,"DM","M",39
9817,1,19,1985,6,"DO","F",44
9818,1,19,1985,12,"DM","M",30
9819,1,19,1985,14,"OL","F",45
9820,1,19,1985,18,"DM","M",43
9821,1,19,1985,24,"DM","M",39
9822,1,19,1985,17,"DO","F",51
9823,1,19,1985,23,"RM","M",4
9824,1,19,1985,6,"DO","M",44
9825,1,19,1985,12,"DM","M",35
9826,1,19,1985,20,"DO","M",41
9827,1,19,1985,18,"DM","F",37
9828,1,19,1985,14,"AB",,
9829,1,19,1985,16,"DM","M",41
9830,1,19,1985,16,"DM","F",35
9831,1,19,1985,24,"DM","M",37
9832,1,19,1985,12,"DM","F",36
9833,1,19,1985,14,"PM","F",22
9834,1,19,1985,6,"OT","M",23
9835,1,19,1985,16,"DM","F",34
9836,1,19,1985,18,"DM","M",38
9837,1,19,1985,6,"OL","F",31
9838,1,19,1985,6,"DO","M",43
9839,1,19,1985,14,"OL","M",32
9840,1,19,1985,18,"DO","M",55
9841,1,19,1985,16,"DM","M",39
9842,1,19,1985,6,"DM","F",27
9843,1,19,1985,14,"DM","M",39
9844,1,19,1985,6,"OT","F",20
9845,1,19,1985,18,"OL","M",31
9846,1,19,1985,6,"DO","F",34
9847,1,19,1985,17,"DM","M",40
9848,1,19,1985,18,"OT","F",20
9849,1,19,1985,6,"DO","F",39
9850,1,19,1985,16,"DM","M",36
9851,1,19,1985,24,"DM","M",35
9852,1,19,1985,6,"DO","F",39
9853,1,19,1985,17,"RM","M",4
9854,1,19,1985,24,"DM","F",34
9855,1,19,1985,6,"DM","M",37
9856,1,19,1985,21,"RM","F",8
9857,1,19,1985,6,"OT","M",22
9858,1,19,1985,12,"DM","F",36
9859,1,19,1985,22,,,
9860,1,20,1985,11,"PM","F",16
9861,1,20,1985,10,"AB",,
9862,1,20,1985,13,"AH",,
9863,1,20,1985,1,"DM","F",40
9864,1,20,1985,3,"PE","M",16
9865,1,20,1985,4,"DM","F",33
9866,1,20,1985,1,"DO","M",48
9867,1,20,1985,4,"DM","M",36
9868,1,20,1985,5,"DM","F",33
9869,1,20,1985,1,"DM","M",37
9870,1,20,1985,5,"DM","F",34
9871,1,20,1985,15,"RM","M",5
9872,1,20,1985,1,"DM","M",38
9873,1,20,1985,2,"DM","F",30
9874,1,20,1985,4,"DO","M",37
9875,1,20,1985,5,"DM","F",25
9876,1,20,1985,13,"DM","M",32
9877,1,20,1985,4,"DM","F",33
9878,1,20,1985,5,"DM","M",47
9879,1,20,1985,9,"DM",,
9880,1,20,1985,2,"DM","M",44
9881,1,20,1985,8,"DO","F",41
9882,1,20,1985,15,"AH",,
9883,1,20,1985,3,"PE","F",20
9884,1,20,1985,5,"DM","M",30
9885,1,20,1985,8,"DO","M",43
9886,1,20,1985,9,"DM","M",38
9887,1,20,1985,11,"DM","M",39
9888,1,20,1985,9,"DO","F",55
9889,1,20,1985,1,"DO","F",39
9890,1,20,1985,9,"DO","M",48
9891,1,20,1985,1,"AH",,
9892,1,20,1985,2,"DS","F",106
9893,1,20,1985,1,"DM","F",30
9894,1,20,1985,2,"DM","F",33
9895,1,20,1985,9,"AB",,
9896,1,20,1985,5,"OL","F",31
9897,1,20,1985,1,"DM","F",36
9898,1,20,1985,13,"DM","F",30
9899,1,20,1985,9,"DO","M",50
9900,1,20,1985,1,"DM","M",39
9901,1,20,1985,2,"DM","M",35
9902,1,20,1985,5,"DM","M",41
9903,1,20,1985,5,"OL","M",31
9904,1,20,1985,3,"DM","M",42
9905,1,20,1985,1,"DO","M",48
