"record_id","month","day","year","plot","species","sex","wgt"
27414,1,31,1998,12,"DM","F",41
27415,1,31,1998,12,"DM","M",43
27416,1,31,1998,12,"DM","F",41
27417,1,31,1998,20,"PM","F",21
27418,1,31,1998,19,"OT","M",18
27419,1,31,1998,7,"PM","M",22
27420,1,31,1998,18,"PM","F",28
27421,1,31,1998,21,"PM","M",20
27422,1,31,1998,18,"RM","M",10
27423,1,31,1998,21,"PB","M",32
27424,1,31,1998,12,"DM","M",41
27425,1,31,1998,1,"DM","M",39
27426,1,31,1998,2,"DS","F",122
27427,1,31,1998,17,"DM","F",45
27428,1,31,1998,21,"PM","M",23
27429,1,31,1998,22,"DM","F",41
27430,1,31,1998,12,"DM","F",42
27431,1,31,1998,24,"PM","M",28
27432,1,31,1998,12,"DM","M",42
27433,1,31,1998,19,"PB","M",31
27434,1,31,1998,2,"DO","M",52
27435,1,31,1998,12,"DM","F",44
27436,1,31,1998,17,"DM","M",46
27437,1,31,1998,12,"DM","F",43
27438,1,31,1998,2,"OT","F",25
27439,1,31,1998,1,"DO","F",46
27440,1,31,1998,12,"NL","F",178
27441,1,31,1998,19,"PB","F",30
27442,1,31,1998,12,"DM","F",40
27443,1,31,1998,17,"DM","M",47
27444,1,31,1998,2,"DM","F",41
27445,1,31,1998,1,"PB","M",36
27446,1,31,1998,12,"OT","F",22
27447,1,31,1998,17,"DM","F",39
27448,1,31,1998,24,"RM","F",10
27449,1,31,1998,12,"DM","M",42
27450,1,31,1998,17,"OT","F",22
27451,1,31,1998,21,"PB",,27
27452,1,31,1998,21,"PB","M",35
27453,1,31,1998,1,"DO","M",57
27454,1,31,1998,22,"DM","F",39
27455,1,31,1998,1,"PB","F",31
27456,1,31,1998,12,"OT","M",23
27457,1,31,1998,22,"DM","M",42
27458,1,31,1998,2,"DM","M",46
27459,1,31,1998,22,"OT","M",24
27460,1,31,1998,18,"PM","F",17
27461,1,31,1998,2,"OT","M",22
27462,1,31,1998,17,"AH",,
27463,1,31,1998,17,"OT","M",24
27464,1,31,1998,12,"DM","M",43
27465,1,31,1998,17,"OT","M",23
27466,1,31,1998,1,"DM","F",42
27467,1,31,1998,2,"DO","F",53
27468,1,31,1998,22,"DM","M",44
27469,1,31,1998,17,"OT","F",24
27470,1,31,1998,21,"PB","F",29
27471,1,31,1998,17,"DM","F",43
27472,1,31,1998,19,"PB","M",
27473,1,31,1998,22,"PB","M",35
27474,1,31,1998,2,"PB","M",42
27475,1,31,1998,21,"PB","M",39
27476,1,31,1998,22,"PB","F",24
27477,1,31,1998,23,,,
27478,2,1,1998,11,"DM","F",40
27479,2,1,1998,4,"OT","F",23
27480,2,1,1998,8,"DO","F",48
27481,2,1,1998,15,"PL","M",18
27482,2,1,1998,4,"DM","M",44
27483,2,1,1998,6,"PB","F",33
27484,2,1,1998,13,"PB","M",36
27485,2,1,1998,14,"DM","M",49
27486,2,1,1998,8,"DM","F",40
27487,2,1,1998,8,"DM","M",48
27488,2,1,1998,9,"DO","F",52
27489,2,1,1998,14,"DM","M",
27490,2,1,1998,4,"DM","M",51
27491,2,1,1998,4,"DO","M",52
27492,2,1,1998,10,"PM","M",18
27493,2,1,1998,8,"DO","M",56
27494,2,1,1998,8,"DO","M",51
27495,2,1,1998,13,"PM","M",23
27496,2,1,1998,3,"PB","F",37
27497,2,1,1998,11,"DM","F",42
27498,2,1,1998,6,"OT","F",20
27499,2,1,1998,11,"DO","F",43
27500,2,1,1998,13,"OT","F",25
27501,2,1,1998,8,"DM","M",45
27502,2,1,1998,14,"DM","M",47
27503,2,1,1998,14,"DM","F",44
27504,2,1,1998,4,"DM","F",44
27505,2,1,1998,11,"OT","F",22
27506,2,1,1998,14,"DM","F",41
27507,2,1,1998,5,"PM","M",25
27508,2,1,1998,14,"DM","M",49
27509,2,1,1998,4,"DM","M",43
27510,2,1,1998,6,"OT","M",23
27511,2,1,1998,11,"DM","M",41
27512,2,1,1998,14,"DM","M",45
27513,2,1,1998,4,"DM","M",49
27514,2,1,1998,14,"OT","M",22
27515,2,1,1998,14,"OT","M",23
27516,2,1,1998,11,"OT","M",23
27517,2,1,1998,4,"DM","M",40
27518,2,1,1998,14,"DM","F",42
27519,2,1,1998,8,"DM","F",43
27520,2,1,1998,16,"PM","F",20
27521,2,1,1998,13,"PB","F",28
27522,2,1,1998,4,"DM","M",43
27523,2,1,1998,9,"DM","M",35
27524,2,1,1998,14,"DM","M",42
27525,2,1,1998,3,"DO","M",50
27526,2,1,1998,11,"DM","F",40
27527,2,1,1998,4,"OT","M",26
27528,2,1,1998,5,"PM","F",23
27529,2,1,1998,4,"DM","F",43
27530,2,1,1998,6,"OT","F",21
27531,2,1,1998,8,"DM","F",41
27532,2,1,1998,14,"DM","M",44
27533,2,1,1998,16,"PM","M",23
27534,2,1,1998,10,"PM","M",23
27535,2,1,1998,6,"OT","M",23
27536,2,1,1998,8,"DO","F",46
27537,2,1,1998,13,"PM","F",21
27538,2,1,1998,10,"PL","F",20
27539,2,1,1998,14,"DM","F",45
27540,2,1,1998,8,"DM","M",41
27541,2,1,1998,3,"DO","M",41
27542,3,1,1998,19,"PM","F",
27543,3,1,1998,19,"PB","M",
27544,3,1,1998,1,"DM","F",
27545,3,1,1998,18,"PB","F",
27546,3,1,1998,22,"OT","M",
27547,3,1,1998,17,"AH",,
27548,3,1,1998,17,"DM","M",
27549,3,1,1998,21,"RM","F",
27550,3,1,1998,12,"NL","F",
27551,3,1,1998,17,"DM","F",
27552,3,1,1998,20,"OT","F",
27553,3,1,1998,2,"DS","M",
27554,3,1,1998,19,"PB","M",
27555,3,1,1998,2,"DO","M",
27556,3,1,1998,20,"PM","F",
27557,3,1,1998,24,"PE","F",
27558,3,1,1998,12,"DM","M",
27559,3,1,1998,2,"DM","M",
27560,3,1,1998,17,"DM","F",
27561,3,1,1998,22,"DM","F",
27562,3,1,1998,17,"DM","F",
27563,3,1,1998,21,"PB","M",
27564,3,1,1998,22,"PB","F",
27565,3,1,1998,22,"OT","M",
27566,3,1,1998,1,"DO","M",
27567,3,1,1998,2,"DM","F",
27568,3,1,1998,18,"PB","F",
27569,3,1,1998,24,"PM","M",
27570,3,1,1998,19,"PB","F",
27571,3,1,1998,17,"AH",,
27572,3,1,1998,1,"PB","M",
27573,3,1,1998,24,"RM","F",
27574,3,1,1998,12,"OT","F",
