"record_id","month","day","year","plot","species","sex","wgt"
8809,2,4,1984,16,"RM","F",7
8810,2,4,1984,12,"DS","F",122
8811,2,4,1984,22,"OT","M",25
8812,2,4,1984,24,"DO","F",44
8813,2,4,1984,16,"RM","M",7
8814,2,4,1984,12,"DM","F",37
8815,2,4,1984,22,"DM","F",36
8816,2,4,1984,14,"SS",,
8817,2,4,1984,17,"DM","F",38
8818,2,4,1984,13,"DM","F",37
8819,2,4,1984,12,"RM","M",10
8820,2,4,1984,23,"RM","F",8
8821,2,4,1984,19,"RM","F",7
8822,2,4,1984,12,"OT","F",21
8823,2,4,1984,14,"DM","M",46
8824,2,4,1984,12,"OT","M",20
8825,2,4,1984,20,"DM","F",41
8826,2,4,1984,14,"DM","F",42
8827,2,4,1984,18,"DS","F",113
8828,2,4,1984,21,"PM","F",27
8829,2,4,1984,19,"RM","M",9
8830,2,4,1984,22,"DS","F",107
8831,2,4,1984,14,"OL","F",28
8832,2,4,1984,18,"DM","F",41
8833,2,4,1984,20,"DS","F",116
8834,2,4,1984,13,"DS","M",144
8835,2,4,1984,18,"DM","M",42
8836,2,4,1984,22,"DS","M",124
8837,2,4,1984,13,"DS","M",141
8838,2,4,1984,24,"DM","F",37
8839,2,4,1984,18,"DM","F",39
8840,2,4,1984,20,"DS","M",140
8841,2,4,1984,12,"DM","F",37
8842,2,4,1984,20,"DS","F",119
8843,2,4,1984,21,"RM","M",10
8844,2,4,1984,12,"DO","M",49
8845,2,4,1984,17,"RM",,
8846,2,4,1984,16,"RM","M",10
8847,2,4,1984,14,"DM","F",40
8848,2,4,1984,17,"RM","F",7
8849,2,4,1984,23,"RM","M",8
8850,2,4,1984,14,"DO","F",48
8851,2,4,1984,22,"DM","M",49
8852,2,4,1984,12,"DS","M",132
8853,2,5,1984,3,"RM","M",10
8854,2,5,1984,6,"DM","M",40
8855,2,5,1984,9,"DO","F",49
8856,2,5,1984,1,"DM","M",43
8857,2,5,1984,3,"NL","F",164
8858,2,5,1984,5,"DM","M",53
8859,2,5,1984,11,"DS","M",122
8860,2,5,1984,1,"OL","F",30
8861,2,5,1984,4,"DM","F",34
8862,2,5,1984,5,"DS","M",124
8863,2,5,1984,15,"RM","F",7
8864,2,5,1984,7,"RM","M",8
8865,2,5,1984,1,"OL","M",33
8866,2,5,1984,4,"DM","M",45
8867,2,5,1984,8,"DS","F",116
8868,2,5,1984,4,"DM","M",43
8869,2,5,1984,15,"NL","M",259
8870,2,5,1984,3,"NL","M",241
8871,2,5,1984,6,"DM","M",48
8872,2,5,1984,1,"DO","F",40
8873,2,5,1984,6,"DM","F",46
8874,2,5,1984,11,"DS","F",96
8875,2,5,1984,9,"DO","M",53
8876,2,5,1984,3,"RM","F",8
8877,2,5,1984,6,"DM","F",40
8878,2,5,1984,9,"OL","M",34
8879,2,5,1984,3,"RM","M",7
8880,2,5,1984,11,"DM","M",41
8881,2,5,1984,9,"DM","F",39
8882,2,5,1984,8,"AB",,
8883,2,5,1984,2,"DS","F",120
8884,2,5,1984,6,"DM","F",33
8885,2,5,1984,11,"DO","M",46
8886,2,5,1984,9,"DM","F",37
8887,2,5,1984,2,"DO","F",46
8888,2,5,1984,9,"DO","M",44
8889,2,5,1984,5,"DM","F",41
8890,2,5,1984,11,"DM","F",33
8891,2,5,1984,5,"DM","M",47
8892,2,5,1984,8,"DO","M",51
8893,2,5,1984,6,"DM","F",45
8894,2,5,1984,3,"DM","F",37
8895,2,5,1984,1,"DS","F",100
8896,2,5,1984,4,"DM","F",38
8897,2,5,1984,6,"DO","M",52
8898,2,5,1984,10,"RM","F",8
8899,2,5,1984,5,"DM","F",36
8900,2,5,1984,6,"DS","M",135
8901,2,5,1984,11,"OL","M",32
8902,2,5,1984,8,"DM","M",38
8903,2,5,1984,2,"DM","F",36
8904,2,5,1984,6,"OL","F",33
8905,2,5,1984,1,"DM","M",37
8906,2,5,1984,4,"DS","F",122
8907,2,5,1984,11,"DM","F",33
8908,2,5,1984,9,"DM","F",37
8909,2,5,1984,7,"PM",,
8910,3,12,1984,14,"OL","M",43
8911,3,12,1984,20,"DS","F",118
8912,3,12,1984,22,"DM","F",38
8913,3,12,1984,12,"RM","M",11
8914,3,12,1984,24,"PM","M",19
8915,3,12,1984,22,"OT","F",23
8916,3,12,1984,22,"DM","F",44
8917,3,12,1984,18,"DM","F",40
8918,3,12,1984,12,"SA",,
8919,3,12,1984,12,"DM","F",40
8920,3,12,1984,14,"DO","M",54
8921,3,12,1984,12,"DS","F",136
8922,3,12,1984,24,"RM","F",11
8923,3,12,1984,22,"DS","F",122
8924,3,12,1984,14,"DM","M",52
8925,3,12,1984,21,"RM","M",12
8926,3,12,1984,22,"DS","M",133
8927,3,12,1984,14,"DM","F",46
8928,3,12,1984,14,"DM","M",47
8929,3,12,1984,18,"DS","M",131
8930,3,12,1984,14,"DO","F",51
8931,3,12,1984,18,"DS","F",128
8932,3,12,1984,14,"DO","M",54
8933,3,12,1984,17,"DS","M",126
8934,3,12,1984,19,"PM","F",24
8935,3,12,1984,18,"DM","F",41
8936,3,12,1984,17,"DM","F",41
8937,3,12,1984,12,"DM","M",44
8938,3,12,1984,18,"DM","M",44
8939,3,12,1984,24,"DM","F",47
8940,3,12,1984,12,"DO","M",48
8941,3,12,1984,18,"DM","F",36
8942,3,12,1984,12,"DS","M",141
8943,3,12,1984,22,"DM","M",51
8944,3,12,1984,13,"DS","M",138
8945,3,12,1984,20,"DM","M",39
8946,3,12,1984,7,,,
8947,3,12,1984,10,,,
8948,3,12,1984,16,,,
8949,3,12,1984,23,,,
8950,3,13,1984,3,"OL","M",42
8951,3,13,1984,3,"OL","F",34
8952,3,13,1984,6,"DM","M",50
8953,3,13,1984,1,"DM","M",46
8954,3,13,1984,2,"DM","M",43
8955,3,13,1984,9,"DS",,
8956,3,13,1984,9,"DS","F",125
8957,3,13,1984,8,"DS","F",115
8958,3,13,1984,4,"DM","F",38
8959,3,13,1984,9,"DM","F",43
8960,3,13,1984,8,"DO","F",52
8961,3,13,1984,2,"DM","F",38
8962,3,13,1984,5,"DM","M",52
8963,3,13,1984,1,"NL","M",182
8964,3,13,1984,4,"DS","M",138
8965,3,13,1984,11,"DS","M",128
8966,3,13,1984,8,"DO","F",52
8967,3,13,1984,15,"PP","F",14
8968,3,13,1984,9,"PP","F",11
8969,3,13,1984,11,"DM","M",42
8970,3,13,1984,9,"DO","M",56
8971,3,13,1984,5,"DM","F",46
8972,3,13,1984,6,"DM","M",40
8973,3,13,1984,5,"OL","M",41
8974,3,13,1984,1,"DM","M",44
8975,3,13,1984,9,"DO","F",48
8976,3,13,1984,4,"DM","F",40
8977,3,13,1984,9,"DS","M",136
8978,3,13,1984,1,"DS","F",101
8979,3,13,1984,9,"OL","M",41
8980,3,13,1984,4,"DS","F",136
8981,4,9,1984,24,"NL","F",122
8982,4,9,1984,13,"SS",,
8983,4,9,1984,17,"DM","M",47
8984,4,9,1984,12,"DS",,
8985,4,9,1984,22,"DS","M",128
8986,4,9,1984,12,"OT","F",33
8987,4,9,1984,12,"PM","F",24
8988,4,9,1984,18,"DM","F",51
8989,4,9,1984,24,"RM","F",14
8990,4,9,1984,22,"PM","M",21
8991,4,9,1984,22,"DS","M",130
8992,4,9,1984,24,"NL","F",205
8993,4,9,1984,22,"DM","F",58
8994,4,9,1984,17,"DS","F",121
8995,4,9,1984,22,"DM","M",
8996,4,9,1984,12,"SA",,
8997,4,9,1984,19,"PF","M",7
8998,4,9,1984,24,"DO","F",46
8999,4,9,1984,18,"NL","M",58
9000,4,9,1984,12,"DO","M",48
9001,4,9,1984,14,"DM","M",44
9002,4,9,1984,18,"DS","F",130
9003,4,9,1984,18,"DM","F",49
9004,4,9,1984,18,"DM","M",45
9005,4,9,1984,13,"RM","M",9
9006,4,9,1984,22,"DS","F",114
9007,4,9,1984,13,"DS","M",134
9008,4,9,1984,14,"NL","F",95
9009,4,9,1984,20,"DS","M",138
9010,4,9,1984,14,"RM","M",11
9011,4,9,1984,24,"SA",,
9012,4,9,1984,22,"DS","F",115
9013,4,9,1984,24,"DM","F",44
9014,4,9,1984,12,"DM","F",42
9015,4,9,1984,20,"AB",,
9016,4,9,1984,21,"PF","F",8
9017,4,9,1984,12,"DS","M",135
9018,4,9,1984,20,"DM","M",40
9019,4,9,1984,7,,,
9020,4,9,1984,10,,,
9021,4,9,1984,16,,,
9022,4,9,1984,23,,,
9023,4,10,1984,1,"DM","F",42
9024,4,10,1984,3,"PP","F",14
9025,4,10,1984,11,"DS","M",127
9026,4,10,1984,9,"DO","M",56
9027,4,10,1984,15,"NL","M",217
9028,4,10,1984,1,"DM","M",47
9029,4,10,1984,4,"DM","F",42
9030,4,10,1984,15,"OT","F",31
9031,4,10,1984,3,"NL","M",250
9032,4,10,1984,4,"DS","M",127
9033,4,10,1984,15,"PM","M",17
9034,4,10,1984,2,"DM","M",41
9035,4,10,1984,11,"DM","M",42
9036,4,10,1984,5,"DM","M",51
9037,4,10,1984,9,"DS","F",109
9038,4,10,1984,8,"DO","F",63
9039,4,10,1984,5,"OL","M",42
9040,4,10,1984,1,"DM","M",43
9041,4,10,1984,9,"DO","F",52
9042,4,10,1984,9,"PP","F",13
9043,4,10,1984,15,"PP","F",15
9044,4,10,1984,3,"OT","M",22
9045,4,10,1984,5,"OL","F",39
9046,4,10,1984,15,"PP","M",17
9047,4,10,1984,9,"DS","M",128
9048,4,10,1984,2,"NL","F",157
9049,4,10,1984,4,"DS","F",125
9050,4,10,1984,5,"DM","F",41
9051,4,10,1984,6,"DM","M",43
9052,4,10,1984,15,"PE","M",16
9053,4,10,1984,9,"DM","F",49
9054,4,10,1984,9,"OL","F",36
9055,5,12,1984,24,"DO","M",53
9056,5,12,1984,14,"DM","M",51
9057,5,12,1984,19,"PF","M",7
9058,5,12,1984,23,"DM","F",48
9059,5,12,1984,18,"DM","F",47
9060,5,12,1984,20,"DM","F",47
9061,5,12,1984,18,"DS","M",132
9062,5,12,1984,20,"DM","F",43
9063,5,12,1984,17,"DM","M",48
9064,5,12,1984,18,"DM","M",46
9065,5,12,1984,20,"DS","M",130
9066,5,12,1984,24,"PE","M",17
9067,5,12,1984,24,"OT","F",25
9068,5,12,1984,12,"DO","M",51
9069,5,12,1984,22,"DM","F",52
9070,5,12,1984,12,"NL","F",104
9071,5,12,1984,18,"DS","F",119
9072,5,12,1984,20,"DO","F",59
9073,5,12,1984,13,"DM","F",46
9074,5,12,1984,24,"DO","M",38
9075,5,12,1984,17,"DM","F",50
9076,5,12,1984,20,"DM","F",41
9077,5,12,1984,24,"DO","F",45
9078,5,12,1984,14,"DM","F",42
9079,5,12,1984,12,"DM","M",40
9080,5,12,1984,14,"DM","M",39
9081,5,12,1984,20,"DM","M",41
9082,5,12,1984,13,"DM","F",54
9083,5,12,1984,22,"PE","F",26
9084,5,12,1984,18,"DM","M",44
9085,5,12,1984,20,"OT","F",26
9086,5,12,1984,23,"RM","M",11
9087,5,12,1984,17,"DM","F",36
9088,5,12,1984,17,"DM","M",38
9089,5,12,1984,24,"DM","F",40
9090,5,12,1984,12,"DM","M",47
9091,5,12,1984,13,"DM","M",44
9092,5,12,1984,20,"DS",,117
9093,5,12,1984,24,"OL","F",38
9094,5,12,1984,18,"NL","M",120
9095,5,12,1984,22,"DS","F",110
9096,5,12,1984,20,"PE","M",11
9097,5,12,1984,12,"DM","F",38
9098,5,12,1984,14,"DO","F",40
9099,5,12,1984,24,"DM","F",47
9100,5,12,1984,14,"DM","F",45
9101,5,12,1984,20,"DM","F",41
9102,5,12,1984,24,"DM","M",33
9103,5,12,1984,14,"DO","M",54
9104,5,12,1984,22,"OT","M",17
9105,5,12,1984,14,"DO","M",59
9106,5,12,1984,18,"DO","M",51
9107,5,12,1984,24,"DM","F",26
9108,5,12,1984,17,"DM","M",49
9109,5,12,1984,20,"PE","M",13
9110,5,12,1984,12,"PP","M",13
9111,5,12,1984,24,"DM","M",41
9112,5,12,1984,20,"DS","F",126
9113,5,12,1984,20,"DM","M",49
9114,5,12,1984,14,"OL","F",38
9115,5,12,1984,23,"DO","M",28
9116,5,12,1984,20,"DM","M",51
9117,5,12,1984,16,"DO","M",56
9118,5,12,1984,17,"DM","M",41
9119,5,12,1984,24,"DM","M",48
9120,5,12,1984,21,,,
9121,5,13,1984,1,"DM","F",47
9122,5,13,1984,3,"NL","M",220
9123,5,13,1984,4,"DM","M",49
9124,5,13,1984,6,"DM","F",49
9125,5,13,1984,15,"PM","M",17
9126,5,13,1984,1,"DM","M",44
9127,5,13,1984,4,"OL","M",20
9128,5,13,1984,1,"DM","F",46
9129,5,13,1984,1,"DM","F",38
9130,5,13,1984,9,"DO","F",67
9131,5,13,1984,1,"DM","F",43
9132,5,13,1984,2,"NL","M",125
9133,5,13,1984,2,"DM","F",44
9134,5,13,1984,6,"DM","M",47
9135,5,13,1984,3,"DM","M",27
9136,5,13,1984,8,"DS","F",122
9137,5,13,1984,1,"OL","F",42
9138,5,13,1984,5,"DM","F",63
9139,5,13,1984,15,"RM","F",9
9140,5,13,1984,6,"DM","F",47
9141,5,13,1984,11,"DO","F",25
9142,5,13,1984,11,"DO","F",60
9143,5,13,1984,3,"SA",,
9144,5,13,1984,8,"DS","F",123
9145,5,13,1984,3,"OL","F",33
