"record_id","month","day","year","plot","species","sex","wgt"
12170,1,31,1987,16,"RM","F",11
12171,1,31,1987,24,"DM","M",45
12172,1,31,1987,21,"PM",,
12173,1,31,1987,20,"OL","M",38
12174,1,31,1987,14,"DM","M",49
12175,1,31,1987,18,"PE","F",25
12176,1,31,1987,24,"RM","M",11
12177,1,31,1987,14,"DM","F",41
12178,1,31,1987,16,"RM","F",7
12179,1,31,1987,14,"OL","M",32
12180,1,31,1987,24,"DM","F",38
12181,1,31,1987,6,"DM","M",43
12182,1,31,1987,12,"OT","M",24
12183,1,31,1987,18,"RM","M",10
12184,1,31,1987,12,"OL","F",25
12185,1,31,1987,6,"DM","F",39
12186,1,31,1987,12,"NL","F",164
12187,1,31,1987,18,"DM","M",48
12188,1,31,1987,24,"DM","M",43
12189,1,31,1987,18,"PE","M",27
12190,1,31,1987,21,"RM","F",14
12191,1,31,1987,12,"RM","M",12
12192,1,31,1987,20,"RM","F",9
12193,1,31,1987,24,"RM","F",11
12194,1,31,1987,17,"RM","F",15
12195,1,31,1987,17,"RM","M",9
12196,1,31,1987,24,"DM","M",26
12197,1,31,1987,22,"RM","F",8
12198,1,31,1987,21,"PM","M",26
12199,1,31,1987,20,"DO","F",47
12200,1,31,1987,14,"NL","F",80
12201,1,31,1987,6,"DO","F",36
12202,1,31,1987,12,"DM","F",44
12203,1,31,1987,19,"PM","F",25
12204,1,31,1987,12,"DM","M",39
12205,1,31,1987,20,"DO","M",52
12206,1,31,1987,6,"DO","F",45
12207,1,31,1987,22,"DM","F",35
12208,1,31,1987,20,"DM","M",39
12209,1,31,1987,14,"OL","M",39
12210,1,31,1987,19,"RM","F",6
12211,1,31,1987,23,"AB",,
12212,1,31,1987,14,"NL","F",184
12213,1,31,1987,14,"NL","F",75
12214,1,31,1987,24,"DM","F",39
12215,1,31,1987,6,"OL","M",38
12216,1,31,1987,17,"RM","M",11
12217,1,31,1987,14,"DM","M",51
12218,1,31,1987,19,"RM","M",12
12219,1,31,1987,16,"DO","F",43
12220,1,31,1987,19,"PM","M",18
12221,1,31,1987,16,"DO","M",56
12222,1,31,1987,20,"DM","M",49
12223,1,31,1987,12,"DM","M",57
12224,1,31,1987,17,"DO","F",58
12225,1,31,1987,23,"PM","M",28
12226,1,31,1987,14,"RM","M",12
12227,1,31,1987,17,"NL","M",202
12228,1,31,1987,6,"DO","M",
12229,1,31,1987,24,"DM","M",43
12230,1,31,1987,22,"DM","F",40
