"record_id","month","day","year","plot","species","sex","wgt"
33321,1,12,2002,1,"DM","M",44
33322,1,12,2002,1,"DO","M",58
33323,1,12,2002,1,"PB","M",45
33324,1,12,2002,1,"AB",,
33325,1,12,2002,1,"DO","M",29
33326,1,12,2002,2,"OT","F",26
33327,1,12,2002,2,"OT","M",24
33328,1,12,2002,2,"OT","F",22
33329,1,12,2002,2,"DM","M",47
33330,1,12,2002,2,"DO","M",51
33331,1,12,2002,2,"PE","F",23
33332,1,12,2002,2,"OT","F",18
33333,1,12,2002,2,"OT","M",25
33334,1,12,2002,2,"OT","F",22
33335,1,12,2002,2,"DO","F",46
33336,1,12,2002,2,"DM","F",45
33337,1,12,2002,2,"PB","M",47
33338,1,12,2002,2,"PB","F",30
33339,1,12,2002,2,"NL",,
33340,1,12,2002,12,"DO","M",24
33341,1,12,2002,12,"PE","F",15
33342,1,12,2002,12,"DO","F",26
33343,1,12,2002,12,"DO","F",47
33344,1,12,2002,12,"DM","M",40
33345,1,12,2002,12,"DO","M",55
33346,1,12,2002,12,"PE","M",23
33347,1,12,2002,12,"DM","F",45
33348,1,12,2002,19,"PB","M",51
33349,1,12,2002,19,"PB","M",46
33350,1,12,2002,19,"PP","F",13
33351,1,12,2002,19,"PB","F",30
33352,1,12,2002,19,"PE","F",17
33353,1,12,2002,19,"OT","F",24
33354,1,12,2002,19,"OT","M",22
33355,1,12,2002,19,"PB","F",30
33356,1,12,2002,19,"PB","M",28
33357,1,12,2002,19,"OT",,20
33358,1,12,2002,18,"PB","F",28
33359,1,12,2002,18,"PB","M",32
33360,1,12,2002,18,"PB","M",44
33361,1,12,2002,18,"PB","F",26
33362,1,12,2002,18,"PB","F",27
33363,1,12,2002,18,"PB","F",26
33364,1,12,2002,17,"OT","F",18
33365,1,12,2002,17,"DM","M",49
33366,1,12,2002,17,"PB","F",31
33367,1,12,2002,17,"DM","F",47
33368,1,12,2002,17,"PB","M",27
33369,1,12,2002,17,"DM","F",48
33370,1,12,2002,17,"DM","M",42
33371,1,12,2002,23,"PE","M",18
33372,1,12,2002,22,"DM","M",51
33373,1,12,2002,22,"PB","M",39
33374,1,12,2002,22,"PB","F",30
33375,1,12,2002,21,"PB","M",32
33376,1,12,2002,21,"PB","F",30
33377,1,12,2002,21,"PB","F",30
33378,1,12,2002,21,"OT","M",
33379,1,12,2002,21,"PB","F",30
33380,1,12,2002,21,"PB","F",28
33381,1,12,2002,21,"PB","M",37
33382,1,12,2002,21,"PB","F",29
33383,1,12,2002,7,,,
33384,1,12,2002,20,,,
33385,1,13,2002,3,,,
33386,1,13,2002,4,,,
33387,1,13,2002,5,,,
33388,1,13,2002,6,,,
33389,1,13,2002,8,,,
33390,1,13,2002,9,,,
33391,1,13,2002,10,,,
33392,1,13,2002,11,,,
33393,1,13,2002,13,,,
33394,1,13,2002,14,,,
33395,1,13,2002,15,,,
33396,1,13,2002,16,,,
33397,2,9,2002,1,"RO","M",8
33398,2,9,2002,1,"DO","F",35
33399,2,9,2002,1,"PB","M",48
33400,2,9,2002,1,"DO","M",60
33401,2,9,2002,1,"DM","M",47
33402,2,9,2002,1,"DO","M",40
33403,2,9,2002,1,"OT","M",26
33404,2,9,2002,2,"PB","M",54
33405,2,9,2002,2,"RM","M",8
33406,2,9,2002,2,"DO","F",49
33407,2,9,2002,2,"DO","M",52
33408,2,9,2002,2,"PB","M",41
33409,2,9,2002,2,"PB","M",49
33410,2,9,2002,2,"DM","F",46
33411,2,9,2002,2,"PE","M",25
33412,2,9,2002,2,"PP","M",17
33413,2,9,2002,2,"SH","F",57
33414,2,9,2002,2,"PB","F",31
33415,2,9,2002,2,"NL","M",120
33416,2,9,2002,3,"PB","M",44
33417,2,9,2002,3,"DM","M",48
33418,2,9,2002,3,"PB","F",26
33419,2,9,2002,3,"DM","M",54
33420,2,9,2002,3,"OT","F",24
33421,2,9,2002,3,"PB","F",28
33422,2,9,2002,3,"PB","M",55
33423,2,9,2002,3,"DM","M",49
33424,2,9,2002,3,"DM","F",47
33425,2,9,2002,3,"DO","F",51
33426,2,9,2002,3,"DM","M",52
33427,2,9,2002,3,"PB","M",41
33428,2,9,2002,3,"PE","F",24
33429,2,9,2002,3,"PF","M",8
33430,2,9,2002,3,"PB","F",32
33431,2,9,2002,3,"DO","M",49
33432,2,9,2002,3,"OT","M",30
33433,2,9,2002,3,"PB","F",32
33434,2,9,2002,3,"DO","F",53
33435,2,9,2002,3,"DM","M",52
33436,2,9,2002,3,"PM","M",19
33437,2,9,2002,24,"PE","M",20
33438,2,9,2002,12,"PE","F",22
33439,2,9,2002,12,"DM","F",46
33440,2,9,2002,12,"DO","F",52
33441,2,9,2002,12,"DO","M",58
33442,2,9,2002,12,"DM","M",44
33443,2,9,2002,12,"AH",,
33444,2,9,2002,17,"PP","F",17
33445,2,9,2002,17,"DM","F",49
33446,2,9,2002,17,"PB","M",47
33447,2,9,2002,17,"OT","M",25
33448,2,9,2002,17,"PB","F",31
33449,2,9,2002,17,"DM","M",50
33450,2,9,2002,17,"DM","F",46
33451,2,9,2002,17,"DM","M",46
33452,2,9,2002,17,"NL","F",154
33453,2,9,2002,17,"AH",,
33454,2,9,2002,18,"RM","F",12
33455,2,9,2002,18,"PB","M",51
33456,2,9,2002,18,"PB","F",29
33457,2,9,2002,18,"PB","F",32
33458,2,9,2002,18,"PB",,
33459,2,9,2002,18,"PB","F",25
33460,2,9,2002,18,"PB","F",28
33461,2,9,2002,19,"RM","M",12
33462,2,9,2002,19,"PB","F",30
33463,2,9,2002,19,"PB","F",27
33464,2,9,2002,19,"PB","F",31
33465,2,9,2002,19,"PB","M",49
33466,2,9,2002,19,"PB","M",42
33467,2,9,2002,19,"OT","F",22
33468,2,9,2002,19,"PE","F",18
33469,2,9,2002,22,"DM","M",52
33470,2,9,2002,22,"PB","M",38
33471,2,9,2002,22,"PB","F",30
33472,2,9,2002,22,"DM","F",40
33473,2,9,2002,22,"PB","M",48
33474,2,9,2002,21,"PB","F",30
33475,2,9,2002,21,"PB","M",41
33476,2,9,2002,21,"PB","F",27
33477,2,9,2002,21,"PB","F",30
33478,2,9,2002,21,"PB","M",43
33479,2,9,2002,21,"PB","F",31
33480,2,9,2002,21,"PB","M",40
33481,2,9,2002,21,"PB","M",34
33482,2,9,2002,21,"PB","F",29
33483,2,9,2002,20,"RM","M",10
33484,2,9,2002,20,"PB","F",33
33485,2,9,2002,20,"PB","F",29
33486,2,9,2002,20,"PB","M",41
33487,2,9,2002,20,"PB","F",33
33488,2,9,2002,20,"OT","F",24
33489,2,9,2002,23,"PE","M",20
33490,2,9,2002,23,"RM","M",11
33491,2,9,2002,23,"PE","F",24
33492,2,10,2002,4,"DM","M",53
33493,2,10,2002,4,"DM","F",51
33494,2,10,2002,4,"DM","M",42
33495,2,10,2002,4,"DM","F",50
33496,2,10,2002,4,"DO","F",45
33497,2,10,2002,4,"PB","M",50
33498,2,10,2002,4,"PB","F",48
33499,2,10,2002,4,"PB","F",25
33500,2,10,2002,6,"PB","F",28
33501,2,10,2002,6,"PB","F",25
33502,2,10,2002,6,"PB","F",26
33503,2,10,2002,6,"PB","F",35
33504,2,10,2002,6,"PB","F",32
33505,2,10,2002,6,"PB","M",35
33506,2,10,2002,6,"DO","F",53
33507,2,10,2002,6,"DO","M",56
33508,2,10,2002,6,"OT","M",25
33509,2,10,2002,6,"PB","F",29
33510,2,10,2002,6,"PB","M",35
33511,2,10,2002,6,"NL","F",180
33512,2,10,2002,11,"DM","M",55
33513,2,10,2002,11,"DM","F",48
33514,2,10,2002,11,"DM","M",39
33515,2,10,2002,11,"DO","F",46
33516,2,10,2002,11,"DM","F",45
33517,2,10,2002,11,"DM","M",42
33518,2,10,2002,11,"DO","M",55
33519,2,10,2002,9,"DM","F",42
33520,2,10,2002,9,"DM","F",53
33521,2,10,2002,9,"DM","M",46
33522,2,10,2002,9,"DM","M",46
33523,2,10,2002,9,"DM","F",42
33524,2,10,2002,8,"DO","M",55
33525,2,10,2002,8,"PB","F",29
33526,2,10,2002,8,"PP","M",16
33527,2,10,2002,8,"PB","F",35
33528,2,10,2002,8,"PB","F",26
33529,2,10,2002,8,"DO","M",52
33530,2,10,2002,8,"DO","F",60
33531,2,10,2002,8,"DM","F",41
33532,2,10,2002,8,"DO","F",51
33533,2,10,2002,8,"PB","F",25
33534,2,10,2002,8,"DO","M",59
33535,2,10,2002,13,"PF","F",7
33536,2,10,2002,13,"OT","F",22
33537,2,10,2002,13,"PB","M",48
33538,2,10,2002,13,"PB","M",39
33539,2,10,2002,13,"OT","M",19
33540,2,10,2002,13,"PB","M",37
33541,2,10,2002,13,"PB","M",49
33542,2,10,2002,13,"PP","F",15
33543,2,10,2002,14,"DM","M",48
33544,2,10,2002,14,"AH",,
33545,2,10,2002,14,"DM","F",39
33546,2,10,2002,14,"OT","F",21
33547,2,10,2002,14,"DM","F",44
33548,2,10,2002,14,"DM","F",46
33549,2,10,2002,14,"NL","M",222
33550,2,10,2002,15,"PB","F",31
33551,2,10,2002,15,"RM","F",7
33552,2,10,2002,15,"AH",,
33553,2,10,2002,15,"AH",,
33554,2,10,2002,15,"RM","F",10
33555,2,10,2002,15,"PB","M",45
33556,2,10,2002,5,"RO","M",9
33557,2,10,2002,5,"RM","F",9
33558,2,10,2002,16,"PB","F",25
33559,2,10,2002,16,"DM","M",38
33560,2,10,2002,16,"DO","F",51
33561,2,10,2002,10,"RM","F",8
33562,2,10,2002,10,"DO","F",50
33563,2,10,2002,10,"DO","M",52
33564,2,10,2002,10,"DO","M",51
33565,2,10,2002,10,"RO","F",8
