"record_id","month","day","year","plot","species","sex","wgt"
19537,1,8,1992,21,"RM","M",11
19538,1,8,1992,12,"DM","M",
19539,1,8,1992,2,"DM","M",42
19540,1,8,1992,7,"PE","M",20
19541,1,8,1992,1,"DM","M",53
19542,1,8,1992,12,"RM","F",8
19543,1,8,1992,19,"BA","F",9
19544,1,8,1992,21,"RM","F",9
19545,1,8,1992,2,"DO","F",46
19546,1,8,1992,18,"SF","M",35
19547,1,8,1992,2,"DX",,
19548,1,8,1992,19,"RM","M",12
19549,1,8,1992,23,"RM","M",12
19550,1,8,1992,24,"RM","F",10
19551,1,8,1992,1,"DO","M",31
19552,1,8,1992,2,"DO","M",47
19553,1,8,1992,22,"DM","F",35
19554,1,8,1992,23,"RM",,
19555,1,8,1992,17,"DO","F",49
19556,1,8,1992,7,"RM","F",12
19557,1,8,1992,1,"DO","M",58
19558,1,8,1992,17,"DM","F",36
19559,1,8,1992,18,"PF","F",7
19560,1,8,1992,19,"OT","M",20
19561,1,8,1992,17,"DM","M",47
19562,1,8,1992,2,"PE","M",22
19563,1,8,1992,18,"OT","F",23
19564,1,8,1992,1,"DM","M",50
19565,1,8,1992,2,"DO","F",48
19566,1,8,1992,1,"DO","M",30
19567,1,8,1992,19,"BA","M",8
19568,1,8,1992,22,"DS",,
19569,1,8,1992,12,"DM","F",41
19570,1,8,1992,1,"DO","F",45
19571,1,8,1992,12,"DM","M",38
19572,1,8,1992,19,"OT","M",20
19573,1,8,1992,1,"PP","F",15
19574,1,8,1992,23,"RM",,
19575,1,8,1992,21,"RM","M",6
19576,1,8,1992,2,"OT","M",22
19577,1,8,1992,12,"RM","M",9
19578,1,8,1992,20,"RM","M",9
19579,1,8,1992,2,"RM","F",8
19580,1,8,1992,2,"PE","F",19
19581,1,8,1992,19,"RM","M",9
19582,1,8,1992,7,"RM","F",10
19583,1,8,1992,17,"DO","F",51
19584,1,8,1992,19,"BA","F",7
19585,1,8,1992,7,"PE","F",24
19586,1,9,1992,3,"RM","M",8
19587,1,9,1992,9,"DM","F",38
19588,1,9,1992,13,"PC",,
19589,1,9,1992,5,"RM","M",8
19590,1,9,1992,13,"PH","F",29
19591,1,9,1992,4,"DM","M",42
19592,1,9,1992,13,"PC",,
19593,1,9,1992,3,"NL","F",166
19594,1,9,1992,3,"PE","F",20
19595,1,9,1992,14,"OL","M",24
19596,1,9,1992,3,"PP","M",17
19597,1,9,1992,11,"UR",,
19598,1,9,1992,8,"OT","F",23
19599,1,9,1992,14,"DM","M",41
19600,1,9,1992,16,"RM","F",8
19601,1,9,1992,4,"DM","F",36
19602,1,9,1992,11,"DM","M",39
19603,1,9,1992,8,"DM","M",45
19604,1,9,1992,8,"DX",,
19605,1,9,1992,13,"RM","M",10
19606,1,9,1992,14,"DM","F",38
19607,1,9,1992,8,"DO","F",47
19608,1,9,1992,8,"DM","M",42
19609,1,9,1992,13,"RM","M",8
19610,1,9,1992,14,"DM","M",49
19611,1,9,1992,11,"RM","M",9
19612,1,9,1992,9,"DM","M",39
19613,1,9,1992,16,"RM","M",10
19614,1,9,1992,9,"OT","M",23
19615,1,9,1992,11,"DM","M",45
19616,1,9,1992,9,"DM","M",46
19617,1,9,1992,8,"DM","F",41
19618,1,9,1992,4,"DM","M",48
19619,1,9,1992,11,"RM","F",10
19620,1,9,1992,4,"DM","M",45
19621,1,9,1992,15,"RM","F",9
19622,1,9,1992,13,"DM","M",46
19623,1,9,1992,9,"DM","M",40
