"record_id","month","day","year","plot","species","sex","wgt"
31711,1,21,2001,1,"PB","F",25
31712,1,21,2001,1,"DM","M",43
31713,1,21,2001,1,"PB","M",44
31714,1,21,2001,1,"DO","M",53
31715,1,21,2001,2,"OT","M",27
31716,1,21,2001,2,"RM","M",11
31717,1,21,2001,2,"NL","M",121
31718,1,21,2001,2,"DM","F",44
31719,1,21,2001,2,"PB","M",42
31720,1,21,2001,2,"PB","M",41
31721,1,21,2001,2,"NL","F",158
31722,1,21,2001,12,"DO","M",54
31723,1,21,2001,12,"DM","F",49
31724,1,21,2001,12,"OT","F",21
31725,1,21,2001,12,"DM","M",43
31726,1,21,2001,19,"PB","M",27
31727,1,21,2001,19,"PB","M",42
31728,1,21,2001,19,"PP","M",11
31729,1,21,2001,18,"PB","F",29
31730,1,21,2001,17,"OT","M",23
31731,1,21,2001,17,"DM","M",49
31732,1,21,2001,17,"DM","M",48
31733,1,21,2001,17,"DM","F",43
31734,1,21,2001,17,"DM","F",41
31735,1,21,2001,17,"OT","F",26
31736,1,21,2001,17,"DM","F",41
31737,1,21,2001,17,"OT","M",20
31738,1,21,2001,22,"PB","M",36
31739,1,21,2001,22,"PB","M",40
31740,1,21,2001,22,"PB","F",32
31741,1,21,2001,22,"PB","F",25
31742,1,21,2001,21,"PB","F",27
31743,1,21,2001,21,"PB","F",30
31744,1,21,2001,21,"PB","F",27
31745,1,21,2001,21,"PB","F",29
31746,1,21,2001,20,"PB","F",29
31747,1,21,2001,7,"OT","M",26
31748,1,21,2001,7,"DO","M",47
31749,1,21,2001,22,,,
31750,1,21,2001,22,,,
31751,1,22,2001,3,"PB","M",40
31752,1,22,2001,3,"PB","F",30
31753,1,22,2001,3,"PB","M",40
31754,1,22,2001,3,"OT","M",25
31755,1,22,2001,3,"OT","F",25
31756,1,22,2001,3,"PB","M",29
31757,1,22,2001,4,"PB","M",36
31758,1,22,2001,4,"OT","M",
31759,1,22,2001,4,"OT","M",22
31760,1,22,2001,4,"DM","M",48
31761,1,22,2001,6,"OT","M",24
31762,1,22,2001,6,"OT","F",26
31763,1,22,2001,6,"PM","F",27
31764,1,22,2001,6,"PB","F",29
31765,1,22,2001,6,"PB","F",30
31766,1,22,2001,6,"PB","M",35
31767,1,22,2001,6,"OT","M",
31768,1,22,2001,11,"DM","M",45
31769,1,22,2001,11,"DM","M",54
31770,1,22,2001,11,"DM","M",46
31771,1,22,2001,11,"DM","F",41
31772,1,22,2001,9,"DM","M",42
31773,1,22,2001,9,"DM","F",44
31774,1,22,2001,9,"DM","M",48
31775,1,22,2001,9,"DM","M",49
31776,1,22,2001,8,"PB",,
31777,1,22,2001,13,"PB","F",31
31778,1,22,2001,13,"PB","F",36
31779,1,22,2001,13,"PP","M",12
31780,1,22,2001,14,"DM","F",36
31781,1,22,2001,14,"DM","F",41
31782,1,22,2001,14,"DM","M",47
